room_type,availability_365,host_is_superhost,cleaning_fee,cost_per_one_night,property_type,accommodates,cancellation_policy,host_identity_verified,bedrooms,number_of_reviews,city,beds,security_deposit,zipcode,minimum_nights,bathroom_per_person,latitude,longitude,bedroom_per_person,price
1.0,0.0,0.0,0.0,21,0.0,2.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.90966448,151.2490062,0.5,65.0
0.0,360.0,0.0,40.0,67,0.0,1.0,2.0,0.0,2.0,10.0,8.0,2.0,0.0,2031.0,1.0,1.0,-33.91266903,151.2378802,2.0,67.0
0.0,0.0,0.0,100.0,62,0.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,4.0,0.5,-33.90635984,151.2414577,0.5,250.0
0.0,0.0,0.0,110.0,53,15.0,6.0,2.0,1.0,3.0,0.0,8.0,4.0,500.0,2031.0,7.0,0.5,-33.9249509,151.2401673,0.5,375.0
1.0,250.0,1.0,0.0,21,0.0,1.0,1.0,1.0,1.0,66.0,8.0,1.0,0.0,2031.0,2.0,1.0,-33.91446146,151.2459083,1.0,42.0
1.0,0.0,0.0,0.0,70,0.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.90959977,151.2481075,0.5,70.0
0.0,166.0,0.0,100.0,20,0.0,2.0,2.0,1.0,1.0,5.0,8.0,1.0,1000.0,2031.0,5.0,0.5,-33.90913679,151.2471236,0.5,100.0
1.0,0.0,0.0,0.0,4,0.0,2.0,2.0,0.0,1.0,0.0,8.0,1.0,0.0,2031.0,14.0,0.5,-33.90975451,151.2490211,0.5,59.0
0.0,65.0,0.0,120.0,98,0.0,4.0,2.0,0.0,2.0,8.0,8.0,2.0,500.0,2031.0,2.0,0.25,-33.91015769,151.2358134,0.5,196.0
0.0,0.0,0.0,257.0,122,15.0,9.0,0.0,0.0,4.0,0.0,8.0,6.0,250.0,2031.0,2.0,0.2222222222222222,-33.92588943,151.24586,0.4444444444444444,245.0
0.0,0.0,0.0,150.0,116,15.0,6.0,1.0,0.0,3.0,1.0,8.0,3.0,500.0,2031.0,3.0,0.3333333333333333,-33.92326983,151.2447042,0.5,350.0
1.0,365.0,0.0,0.0,42,0.0,1.0,0.0,1.0,1.0,9.0,8.0,1.0,0.0,2031.0,2.0,1.0,-33.90907042,151.2357617,1.0,85.0
1.0,0.0,0.0,10.0,70,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,2031.0,1.0,1.0,-33.91013746,151.2546785,1.0,70.0
0.0,158.0,1.0,70.0,70,23.0,4.0,1.0,1.0,2.0,56.0,8.0,3.0,350.0,2031.0,2.0,0.25,-33.92465286,151.2391049,0.5,140.0
0.0,0.0,0.0,20.0,69,0.0,4.0,0.0,0.0,2.0,4.0,8.0,3.0,0.0,2031.0,2.0,0.25,-33.91306038,151.2462137,0.5,139.0
0.0,0.0,0.0,110.0,73,0.0,4.0,2.0,0.0,2.0,6.0,8.0,3.0,0.0,2031.0,3.0,0.5,-33.90661415,151.24129,0.5,221.0
1.0,0.0,0.0,10.0,5,0.0,2.0,0.0,1.0,1.0,6.0,8.0,1.0,0.0,2031.0,7.0,0.5,-33.90865416,151.2427597,0.5,35.0
1.0,0.0,0.0,50.0,27,15.0,2.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,2.0,1.0,-33.91274502,151.2425183,0.5,55.0
0.0,0.0,0.0,0.0,50,0.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,2031.0,4.0,0.5,-33.91276007,151.2439535,0.5,200.0
0.0,0.0,0.0,0.0,99,0.0,3.0,1.0,1.0,2.0,13.0,8.0,2.0,1000.0,2031.0,2.0,0.3333333333333333,-33.91319434,151.2386472,0.6666666666666666,199.0
1.0,52.0,0.0,15.0,19,0.0,2.0,2.0,1.0,1.0,3.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91001952,151.2404331,0.5,39.0
0.0,0.0,0.0,90.0,10,0.0,2.0,2.0,0.0,1.0,0.0,8.0,1.0,300.0,2031.0,10.0,0.5,-33.91193111,151.2397963,0.5,100.0
1.0,90.0,0.0,0.0,28,0.0,2.0,0.0,0.0,1.0,20.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.91361367,151.236423,0.5,85.0
0.0,11.0,0.0,80.0,40,0.0,4.0,2.0,1.0,2.0,15.0,8.0,3.0,350.0,2031.0,3.0,0.375,-33.90705615,151.2452771,0.5,120.0
1.0,30.0,0.0,0.0,15,0.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.92338317,151.2421158,0.5,46.0
0.0,0.0,0.0,80.0,62,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,500.0,2031.0,2.0,0.5,-33.90518558,151.2376778,0.5,125.0
0.0,277.0,1.0,0.0,72,0.0,2.0,1.0,0.0,1.0,26.0,8.0,1.0,600.0,2031.0,2.0,0.5,-33.90677543,151.2472186,0.5,144.0
0.0,0.0,0.0,140.0,99,15.0,4.0,2.0,1.0,2.0,1.0,8.0,3.0,300.0,2031.0,3.0,0.25,-33.90866404,151.2427442,0.5,299.0
1.0,0.0,0.0,0.0,7,0.0,2.0,2.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,7.0,0.5,-33.91084405,151.2347693,0.5,50.0
1.0,278.0,0.0,50.0,65,0.0,1.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,2031.0,1.0,1.0,-33.91686818,151.2421079,1.0,65.0
0.0,0.0,0.0,40.0,60,0.0,6.0,2.0,0.0,3.0,2.0,8.0,5.0,0.0,2031.0,5.0,0.16666666666666666,-33.90613464,151.2358032,0.5,300.0
0.0,0.0,0.0,0.0,53,0.0,4.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,2031.0,4.0,0.5,-33.90616951,151.2519589,0.5,215.0
0.0,0.0,0.0,80.0,43,0.0,3.0,2.0,0.0,2.0,0.0,8.0,2.0,0.0,2031.0,3.0,0.3333333333333333,-33.92062177,151.2457929,0.6666666666666666,130.0
1.0,365.0,1.0,0.0,16,0.0,2.0,1.0,1.0,1.0,61.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.9085418,151.2502971,0.5,50.0
1.0,179.0,0.0,0.0,42,0.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91861519,151.2459762,0.5,85.0
0.0,166.0,0.0,0.0,14,0.0,3.0,2.0,1.0,1.0,13.0,8.0,2.0,0.0,2031.0,7.0,0.3333333333333333,-33.90681511,151.2367069,0.3333333333333333,100.0
0.0,0.0,0.0,0.0,50,0.0,3.0,1.0,0.0,2.0,1.0,8.0,2.0,0.0,2031.0,3.0,0.3333333333333333,-33.91109796,151.2463323,0.6666666666666666,150.0
0.0,220.0,1.0,121.0,75,0.0,4.0,2.0,0.0,1.0,31.0,8.0,2.0,800.0,2031.0,2.0,0.25,-33.9057911,151.23572,0.25,150.0
0.0,167.0,0.0,85.0,62,15.0,3.0,1.0,1.0,1.0,34.0,8.0,1.0,0.0,2031.0,2.0,0.3333333333333333,-33.92761405,151.2455003,0.3333333333333333,125.0
0.0,40.0,0.0,50.0,83,0.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.91006069,151.250802,0.5,250.0
1.0,365.0,0.0,0.0,70,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.907033,151.2479127,0.5,70.0
0.0,173.0,0.0,0.0,7,0.0,2.0,1.0,0.0,0.0,2.0,8.0,1.0,0.0,2031.0,21.0,0.5,-33.92013044,151.2430449,0.0,150.0
0.0,0.0,0.0,0.0,20,0.0,1.0,2.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,5.0,1.0,-33.91278264,151.2537674,1.0,100.0
1.0,0.0,0.0,0.0,50,0.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.9210908,151.2447222,0.5,50.0
0.0,88.0,0.0,50.0,55,0.0,2.0,0.0,1.0,1.0,5.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.90936019,151.2365094,0.5,111.0
1.0,0.0,1.0,0.0,10,0.0,2.0,2.0,1.0,2.0,15.0,8.0,1.0,0.0,2031.0,5.0,0.5,-33.91587458,151.2387754,1.0,53.0
0.0,0.0,0.0,50.0,49,0.0,2.0,0.0,0.0,1.0,2.0,8.0,1.0,500.0,2031.0,3.0,0.5,-33.90795782,151.2474532,0.5,147.0
0.0,0.0,0.0,40.0,12,0.0,4.0,1.0,0.0,2.0,0.0,8.0,2.0,140.0,2031.0,5.0,0.25,-33.90344512,151.2413424,0.5,60.0
0.0,22.0,0.0,150.0,46,0.0,2.0,2.0,1.0,1.0,6.0,8.0,0.0,400.0,2031.0,3.0,0.5,-33.91265012,151.2448783,0.5,140.0
0.0,0.0,0.0,0.0,8,0.0,4.0,0.0,0.0,2.0,1.0,8.0,3.0,0.0,2031.0,14.0,0.25,-33.90882018,151.2412447,0.5,124.0
0.0,0.0,0.0,100.0,235,0.0,4.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,2031.0,1.0,0.5,-33.9077641,151.2397109,0.5,235.0
0.0,0.0,1.0,98.0,70,15.0,6.0,2.0,1.0,4.0,3.0,8.0,4.0,0.0,2031.0,5.0,0.4166666666666667,-33.90430654,151.2409197,0.6666666666666666,350.0
0.0,0.0,0.0,19.0,40,0.0,2.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.91066313,151.2418433,0.5,120.0
1.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,2031.0,21.0,1.0,-33.9164588,151.2389777,1.0,50.0
1.0,89.0,0.0,0.0,90,0.0,2.0,2.0,0.0,1.0,19.0,8.0,1.0,300.0,2031.0,1.0,0.5,-33.92073802,151.2420337,0.5,90.0
0.0,0.0,0.0,480.0,93,15.0,7.0,2.0,1.0,3.0,1.0,8.0,5.0,500.0,2031.0,4.0,0.14285714285714285,-33.90813073,151.2422983,0.42857142857142855,373.0
1.0,156.0,0.0,0.0,80,0.0,2.0,0.0,1.0,1.0,9.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.91442864,151.2460175,0.5,80.0
1.0,0.0,0.0,10.0,27,15.0,1.0,1.0,1.0,1.0,17.0,8.0,1.0,0.0,2031.0,2.0,1.0,-33.92165657,151.2395773,1.0,55.0
0.0,294.0,0.0,30.0,60,0.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91490621,151.2401833,0.0,120.0
0.0,0.0,0.0,20.0,49,0.0,2.0,1.0,1.0,1.0,3.0,8.0,1.0,500.0,2031.0,2.0,0.5,-33.91753173,151.2454184,0.5,99.0
0.0,221.0,0.0,67.0,19,0.0,2.0,2.0,1.0,1.0,7.0,8.0,1.0,1000.0,2031.0,5.0,0.5,-33.90473976,151.2358579,0.5,98.0
0.0,351.0,1.0,100.0,39,0.0,4.0,2.0,1.0,2.0,16.0,8.0,2.0,300.0,2031.0,5.0,0.25,-33.91169806,151.2541205,0.5,196.0
0.0,0.0,0.0,50.0,21,0.0,2.0,1.0,1.0,2.0,3.0,8.0,2.0,300.0,2031.0,7.0,1.0,-33.9137168,151.2374712,1.0,150.0
1.0,90.0,0.0,0.0,100,15.0,2.0,1.0,0.0,1.0,6.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91487184,151.241205,0.5,200.0
0.0,97.0,0.0,100.0,100,0.0,4.0,1.0,1.0,2.0,19.0,8.0,2.0,200.0,2031.0,2.0,0.25,-33.91102494,151.254121,0.5,200.0
1.0,0.0,0.0,50.0,2,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,300.0,2031.0,14.0,1.0,-33.9212655,151.2438665,1.0,41.0
1.0,0.0,0.0,0.0,23,15.0,1.0,0.0,1.0,1.0,4.0,8.0,1.0,200.0,2031.0,3.0,1.0,-33.90790768,151.2401555,1.0,69.0
0.0,0.0,0.0,55.0,40,0.0,4.0,2.0,1.0,2.0,2.0,8.0,2.0,500.0,2031.0,3.0,0.25,-33.91604738,151.2464799,0.5,120.0
0.0,0.0,0.0,0.0,7,0.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,14.0,0.5,-33.91387717,151.2476777,0.5,100.0
0.0,0.0,0.0,80.0,90,15.0,6.0,1.0,0.0,3.0,0.0,8.0,3.0,800.0,2031.0,2.0,0.16666666666666666,-33.91383419,151.2388059,0.5,180.0
1.0,16.0,0.0,0.0,50,0.0,2.0,2.0,0.0,1.0,13.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.91278725,151.2413643,0.5,50.0
0.0,0.0,0.0,0.0,179,0.0,4.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,1.0,0.25,-33.91338937,151.2471358,0.25,179.0
1.0,0.0,0.0,0.0,42,15.0,4.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,2031.0,7.0,0.25,-33.91707389,151.2460398,0.5,300.0
1.0,73.0,1.0,10.0,25,0.0,2.0,1.0,1.0,1.0,32.0,8.0,1.0,140.0,2031.0,2.0,0.5,-33.91215986,151.2390287,0.5,50.0
1.0,0.0,0.0,0.0,74,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,400.0,2031.0,1.0,1.0,-33.9095215,151.2362214,1.0,74.0
0.0,0.0,0.0,0.0,240,0.0,4.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,2031.0,1.0,0.25,-33.90898405,151.2456157,0.5,240.0
0.0,56.0,0.0,80.0,121,0.0,4.0,1.0,0.0,1.0,41.0,8.0,2.0,250.0,2031.0,1.0,0.25,-33.92019778,151.2449549,0.25,121.0
0.0,0.0,0.0,90.0,31,15.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,300.0,2031.0,6.0,0.5,-33.90720494,151.241502,1.0,189.0
0.0,0.0,0.0,0.0,35,0.0,5.0,0.0,0.0,3.0,0.0,8.0,2.0,0.0,2031.0,7.0,0.4,-33.91004178,151.2489726,0.6,250.0
2.0,90.0,0.0,0.0,26,0.0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,1.0,1.0,-33.91479587,151.2405365,1.0,26.0
1.0,0.0,0.0,40.0,49,0.0,2.0,1.0,1.0,1.0,16.0,8.0,1.0,300.0,2031.0,2.0,0.5,-33.92306422,151.2441656,0.5,99.0
0.0,0.0,0.0,35.0,31,0.0,2.0,1.0,0.0,1.0,0.0,8.0,1.0,500.0,2031.0,3.0,0.5,-33.92266021,151.2463635,0.5,95.0
0.0,40.0,0.0,210.0,59,0.0,4.0,2.0,0.0,2.0,6.0,8.0,2.0,250.0,2031.0,3.0,0.25,-33.90932428,151.2438399,0.5,179.0
0.0,38.0,0.0,75.0,50,15.0,4.0,2.0,1.0,3.0,0.0,8.0,4.0,1000.0,2031.0,3.0,0.25,-33.90863289,151.2456606,0.75,150.0
0.0,80.0,0.0,40.0,62,0.0,2.0,1.0,0.0,1.0,17.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.90823117,151.2513356,0.5,125.0
1.0,364.0,0.0,20.0,4,0.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,500.0,2031.0,14.0,1.0,-33.91728598,151.2462776,1.0,59.0
0.0,0.0,0.0,100.0,21,15.0,4.0,2.0,0.0,2.0,3.0,8.0,2.0,500.0,2031.0,7.0,0.25,-33.91209428,151.2451692,0.5,150.0
1.0,0.0,0.0,20.0,70,0.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,150.0,2031.0,1.0,0.5,-33.90728112,151.235959,0.5,70.0
0.0,255.0,0.0,80.0,66,0.0,3.0,1.0,0.0,2.0,5.0,8.0,2.0,0.0,2031.0,3.0,0.3333333333333333,-33.91245585,151.253779,0.6666666666666666,200.0
0.0,0.0,0.0,55.0,75,0.0,4.0,0.0,1.0,2.0,2.0,8.0,2.0,400.0,2031.0,4.0,0.25,-33.90809219,151.2374222,0.5,300.0
0.0,0.0,0.0,80.0,19,0.0,3.0,0.0,1.0,2.0,6.0,8.0,2.0,0.0,2031.0,5.0,0.6666666666666666,-33.91076259,151.250183,0.6666666666666666,96.0
0.0,179.0,0.0,297.0,66,15.0,6.0,2.0,1.0,3.0,3.0,8.0,3.0,500.0,2031.0,5.0,0.3333333333333333,-33.90506076,151.2433555,0.5,330.0
1.0,90.0,0.0,0.0,90,0.0,2.0,2.0,0.0,1.0,17.0,8.0,1.0,300.0,2031.0,1.0,0.5,-33.9200508,151.2438138,0.5,90.0
1.0,304.0,0.0,20.0,100,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,200.0,2031.0,1.0,0.5,-33.91728253,151.2448475,0.5,100.0
0.0,0.0,0.0,0.0,125,15.0,4.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,2031.0,2.0,0.25,-33.92514607,151.2441538,0.5,250.0
0.0,0.0,0.0,0.0,21,0.0,4.0,2.0,1.0,2.0,1.0,8.0,2.0,0.0,2031.0,7.0,0.25,-33.92352348,151.2462136,0.5,150.0
0.0,0.0,0.0,0.0,100,0.0,3.0,0.0,0.0,3.0,0.0,8.0,3.0,0.0,2031.0,3.0,0.3333333333333333,-33.90577706,151.2514404,1.0,300.0
0.0,0.0,0.0,50.0,50,0.0,4.0,2.0,1.0,2.0,6.0,8.0,2.0,500.0,2031.0,3.0,0.25,-33.90951964,151.2472401,0.5,150.0
1.0,0.0,0.0,0.0,80,0.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,1.0,0.75,-33.91310942,151.2383111,0.5,80.0
1.0,0.0,0.0,10.0,50,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,1.0,1.0,-33.91971113,151.2428951,1.0,50.0
1.0,0.0,0.0,0.0,10,0.0,2.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,5.0,0.5,-33.91255868,151.2457264,0.5,50.0
0.0,0.0,1.0,100.0,83,15.0,7.0,1.0,1.0,4.0,3.0,8.0,6.0,500.0,2031.0,3.0,0.2857142857142857,-33.92301984,151.2411585,0.5714285714285714,250.0
1.0,0.0,0.0,20.0,30,0.0,2.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91268478,151.248066,0.5,60.0
0.0,61.0,0.0,100.0,84,0.0,4.0,1.0,0.0,2.0,14.0,8.0,2.0,250.0,2031.0,2.0,0.25,-33.92199091,151.2397955,0.5,169.0
0.0,0.0,0.0,0.0,35,0.0,3.0,1.0,1.0,1.0,13.0,8.0,2.0,677.0,2031.0,5.0,0.3333333333333333,-33.9221226,151.2424824,0.3333333333333333,176.0
1.0,23.0,0.0,45.0,33,0.0,2.0,2.0,0.0,1.0,11.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91567598,151.2379094,0.5,67.0
1.0,76.0,0.0,30.0,35,0.0,2.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91464793,151.2394582,0.5,70.0
0.0,364.0,0.0,140.0,131,15.0,4.0,2.0,1.0,2.0,1.0,8.0,2.0,1000.0,2031.0,3.0,0.75,-33.92103923,151.2461957,0.5,395.0
1.0,121.0,0.0,0.0,17,15.0,2.0,0.0,0.0,1.0,13.0,8.0,1.0,0.0,2031.0,7.0,0.5,-33.906798,151.2489277,0.5,125.0
0.0,62.0,0.0,65.0,90,8.0,4.0,1.0,1.0,1.0,31.0,8.0,2.0,0.0,2031.0,1.0,0.25,-33.91018719,151.2479966,0.25,90.0
1.0,0.0,0.0,0.0,45,0.0,2.0,2.0,0.0,1.0,1.0,8.0,1.0,0.0,2031.0,2.0,0.75,-33.91548891,151.2395326,0.5,91.0
1.0,0.0,0.0,0.0,20,0.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,2031.0,3.0,1.0,-33.91304659,151.239489,2.0,60.0
0.0,0.0,0.0,50.0,141,0.0,4.0,2.0,1.0,2.0,2.0,8.0,2.0,0.0,2031.0,1.0,0.75,-33.90882054,151.2353082,0.5,141.0
0.0,0.0,0.0,0.0,21,0.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,4.0,0.5,-33.90901197,151.2384217,0.5,85.0
1.0,363.0,0.0,0.0,40,0.0,2.0,0.0,1.0,1.0,12.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.9043653,151.2458707,0.5,80.0
1.0,0.0,0.0,50.0,40,0.0,2.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.90867233,151.2439773,0.5,80.0
1.0,1.0,0.0,0.0,7,0.0,2.0,2.0,0.0,1.0,0.0,8.0,1.0,150.0,2031.0,7.0,0.5,-33.90327983,151.2474055,0.5,50.0
0.0,29.0,0.0,199.0,73,0.0,5.0,1.0,1.0,2.0,1.0,8.0,4.0,500.0,2031.0,3.0,0.2,-33.92401253,151.2465131,0.4,220.0
0.0,61.0,1.0,40.0,62,11.0,2.0,1.0,1.0,1.0,90.0,8.0,1.0,150.0,2031.0,2.0,0.5,-33.92284582,151.24788,0.5,125.0
1.0,0.0,0.0,20.0,65,0.0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,1.0,1.0,-33.91284713,151.2462627,1.0,65.0
1.0,74.0,0.0,0.0,27,0.0,2.0,0.0,1.0,1.0,44.0,8.0,1.0,300.0,2031.0,2.0,0.5,-33.9170759,151.2470658,0.5,55.0
0.0,335.0,1.0,300.0,113,15.0,8.0,2.0,0.0,4.0,10.0,8.0,4.0,2000.0,2031.0,3.0,0.25,-33.92085226,151.2354414,0.5,340.0
1.0,0.0,0.0,0.0,11,0.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,5.0,0.5,-33.91946183,151.2442226,0.5,55.0
1.0,0.0,0.0,0.0,200,0.0,2.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.91070877,151.2416846,1.0,200.0
1.0,142.0,1.0,30.0,50,15.0,2.0,0.0,0.0,1.0,26.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91601429,151.2450218,0.5,100.0
1.0,81.0,1.0,0.0,12,0.0,1.0,1.0,0.0,1.0,29.0,8.0,1.0,0.0,2031.0,3.0,1.0,-33.90955877,151.2440354,1.0,36.0
0.0,286.0,1.0,50.0,38,11.0,2.0,2.0,1.0,0.0,58.0,8.0,1.0,500.0,2031.0,3.0,0.5,-33.906089,151.240778,0.0,116.0
0.0,0.0,0.0,0.0,19,0.0,4.0,0.0,0.0,2.0,2.0,8.0,3.0,0.0,2031.0,7.0,0.375,-33.92292803,151.240209,0.5,135.0
1.0,0.0,0.0,15.0,91,0.0,2.0,1.0,1.0,1.0,3.0,8.0,1.0,150.0,2031.0,1.0,0.5,-33.90897174,151.2375877,0.5,91.0
0.0,274.0,1.0,130.0,55,12.0,4.0,2.0,1.0,2.0,77.0,8.0,2.0,400.0,2031.0,3.0,0.25,-33.9176893,151.2463192,0.5,165.0
0.0,364.0,0.0,120.0,35,0.0,4.0,2.0,0.0,2.0,3.0,8.0,2.0,1000.0,2031.0,7.0,0.375,-33.919906,151.2460112,0.5,250.0
0.0,0.0,0.0,0.0,160,0.0,3.0,0.0,1.0,2.0,1.0,8.0,2.0,500.0,2031.0,1.0,0.3333333333333333,-33.90355971,151.2481774,0.6666666666666666,160.0
0.0,282.0,1.0,80.0,60,0.0,3.0,1.0,1.0,1.0,44.0,8.0,2.0,300.0,2031.0,2.0,0.3333333333333333,-33.91590068,151.2463068,0.3333333333333333,120.0
0.0,0.0,0.0,50.0,27,0.0,4.0,2.0,0.0,1.0,4.0,8.0,2.0,0.0,2031.0,4.0,0.25,-33.90698875,151.2478316,0.25,111.0
0.0,0.0,0.0,75.0,35,0.0,2.0,0.0,0.0,1.0,6.0,8.0,1.0,500.0,2031.0,2.0,0.5,-33.91470068,151.2403723,0.5,70.0
1.0,0.0,0.0,0.0,42,0.0,2.0,0.0,0.0,1.0,3.0,8.0,1.0,0.0,2031.0,2.0,0.5,-33.91412384,151.2381461,0.5,85.0
0.0,97.0,0.0,60.0,38,15.0,3.0,2.0,0.0,2.0,48.0,8.0,2.0,0.0,2031.0,3.0,0.3333333333333333,-33.92634884,151.2445507,0.6666666666666666,115.0
0.0,63.0,0.0,195.0,110,15.0,5.0,2.0,0.0,3.0,2.0,8.0,3.0,150.0,2031.0,2.0,0.3,-33.92728762,151.2444463,0.6,220.0
0.0,0.0,0.0,0.0,30,0.0,3.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,2.0,0.3333333333333333,-33.9079551,151.2378418,0.3333333333333333,60.0
0.0,0.0,0.0,50.0,21,0.0,4.0,0.0,1.0,2.0,0.0,8.0,2.0,600.0,2031.0,5.0,0.25,-33.91014699,151.2509044,0.5,105.0
1.0,89.0,0.0,0.0,90,0.0,2.0,2.0,0.0,1.0,16.0,8.0,1.0,300.0,2031.0,1.0,0.5,-33.92125515,151.2441499,0.5,90.0
0.0,153.0,1.0,0.0,75,0.0,4.0,1.0,0.0,2.0,31.0,8.0,5.0,0.0,2031.0,2.0,0.25,-33.91694328,151.2433429,0.5,150.0
0.0,31.0,0.0,100.0,29,0.0,2.0,2.0,0.0,1.0,3.0,8.0,1.0,0.0,2031.0,3.0,0.5,-33.90850334,151.2397324,0.5,89.0
0.0,364.0,0.0,120.0,56,0.0,4.0,2.0,1.0,2.0,20.0,8.0,2.0,500.0,2031.0,4.0,0.25,-33.92016121,151.2459253,0.5,225.0
0.0,309.0,0.0,35.0,43,0.0,4.0,2.0,1.0,2.0,9.0,8.0,2.0,150.0,2031.0,3.0,0.25,-33.91532416,151.2400269,0.5,130.0
0.0,5.0,0.0,20.0,75,0.0,2.0,2.0,0.0,1.0,4.0,8.0,1.0,200.0,2031.0,2.0,0.5,-33.91265194,151.2468132,0.5,150.0
1.0,84.0,0.0,30.0,42,15.0,2.0,2.0,0.0,1.0,9.0,8.0,1.0,500.0,2031.0,2.0,0.5,-33.91250131,151.2479776,0.5,85.0
0.0,0.0,0.0,0.0,53,0.0,4.0,1.0,1.0,2.0,2.0,8.0,2.0,0.0,2031.0,3.0,0.25,-33.90783854,151.2367407,0.5,160.0
0.0,179.0,0.0,0.0,15,0.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,2031.0,7.0,0.5,-33.91281309,151.244979,0.5,105.0
0.0,0.0,0.0,0.0,91,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,2031.0,1.0,0.5,-33.9064763,151.2332877,0.5,91.0
0.0,0.0,0.0,0.0,250,0.0,4.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,2031.0,1.0,0.25,-33.90806462,151.2404005,0.5,250.0
0.0,26.0,0.0,50.0,7,0.0,2.0,2.0,1.0,1.0,5.0,8.0,1.0,240.0,2031.0,14.0,0.5,-33.90733441,151.2452378,0.5,104.0
0.0,364.0,0.0,295.0,34,0.0,4.0,2.0,1.0,2.0,0.0,8.0,3.0,200.0,2031.0,5.0,0.25,-33.91523718,151.235608,0.5,170.0
1.0,0.0,0.0,30.0,4,0.0,2.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,2031.0,14.0,0.5,-33.92098392,151.2442534,0.5,58.0
0.0,87.0,0.0,0.0,20,0.0,4.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,2031.0,7.0,0.5,-33.90664979,151.249654,0.5,140.0
