city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode,state
Ultimo,151.1997446,-33.87736893,88.0,16,1,4,1.0,1.0,1.0,0.0,49.0,Apartment,Entire home/apt,318,0.0,0.0,strict_14_with_grace_period,250.0,2007.0,NSW
Redfern,151.1991392,-33.89383101,99.0,70,1,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,197,0.0,1.0,moderate,100.0,2016,NSW
Collaroy,151.2976669,-33.7316525,100.0,1,14,5,2.0,4.0,4.0,0.0,100.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,350.0,2097,NSW
Bondi Beach,151.2631048,-33.8887867,88.0,8,5,4,1.0,2.0,3.0,500.0,90.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,221.0,2026,NSW
Dulwich Hill,151.137168,-33.90281768,100.0,1,1,1,1.0,2.0,1.0,0.0,0.0,Apartment,Private room,85,0.0,0.0,moderate,80.0,2203.0,NSW
Balgowlah,151.2594419,-33.79076502,90.0,6,1,8,1.0,3.0,5.0,1000.0,149.0,House,Entire home/apt,0,0.0,0.0,moderate,250.0,2093,NSW
Double Bay,151.2396941,-33.87657645,99.0,15,1,2,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,340,1.0,0.0,moderate,120.0,2028,NSW
Darlinghurst,151.2201439,-33.87793426,75.0,9,2,2,1.0,0.0,1.0,0.0,60.0,Other,Entire home/apt,360,0.0,0.0,strict_14_with_grace_period,148.0,2010,NSW
Clovelly,151.2617485,-33.91194697,95.0,16,1,2,1.0,1.0,1.0,130.0,25.0,Apartment,Private room,364,1.0,0.0,flexible,69.0,2031,NSW
Bondi Beach,151.2848568,-33.88980744,,0,14,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,strict_14_with_grace_period,89.0,2026,NSW
Toongabbie,150.949525,-33.78200552,88.0,5,1,2,2.0,1.0,2.0,0.0,0.0,House,Private room,363,0.0,0.0,moderate,39.0,2146,NSW
Wentworth Point,151.0775145,-33.82466282,90.0,56,1,6,2.0,2.0,3.0,1000.0,60.0,Apartment,Entire home/apt,0,0.0,0.0,moderate,139.0,2127.0,NSW
Frenchs Forest,151.2288213,-33.75310518,85.0,4,1,1,2.0,1.0,1.0,150.0,25.0,House,Private room,364,1.0,0.0,strict_14_with_grace_period,53.0,2086,NSW
Manly,151.2918502,-33.79980986,92.0,29,2,4,1.0,2.0,2.0,750.0,85.0,Apartment,Entire home/apt,343,1.0,0.0,strict_14_with_grace_period,299.0,2095,NSW
Elizabeth Bay,151.2255223,-33.87371496,,0,2,2,1.0,1.0,1.0,200.0,60.0,Apartment,Entire home/apt,359,1.0,0.0,strict_14_with_grace_period,161.0,2011.0,NSW
Erskineville,151.1889749,-33.89824183,98.0,37,2,4,1.0,2.0,3.0,250.0,110.0,Apartment,Entire home/apt,124,1.0,1.0,strict_14_with_grace_period,220.0,2043,NSW
Cherrybrook,151.0293251,-33.73109573,93.0,12,2,2,1.0,1.0,1.0,0.0,0.0,House,Private room,365,1.0,0.0,flexible,38.0,2126,NSW
Avalon Beach,151.3232063,-33.62424564,91.0,11,2,5,2.0,3.0,3.0,0.0,50.0,House,Entire home/apt,137,0.0,0.0,strict_14_with_grace_period,250.0,2107.0,NSW
Elizabeth Bay,151.2283727,-33.8711993,95.0,4,1,1,2.0,4.0,1.0,0.0,15.0,Apartment,Private room,87,1.0,0.0,strict_14_with_grace_period,90.0,2011,NSW
Alexandria,151.1972278,-33.89709757,90.0,2,2,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,8,0.0,0.0,flexible,65.0,2015.0,NSW
Beaconsfield,151.1989095,-33.91140127,100.0,8,1,2,1.0,1.0,1.0,133.0,0.0,Townhouse,Private room,130,0.0,0.0,flexible,98.0,2015.0,NSW
Bondi Beach,151.2682567,-33.89366013,,0,5,6,2.5,3.0,3.0,1000.0,150.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,599.0,2026,NSW
Newtown,151.184669,-33.89526878,73.0,3,21,1,1.0,0.0,1.0,500.0,0.0,Apartment,Entire home/apt,162,0.0,0.0,moderate,94.0,2042,NSW
Wheeler Heights,151.278035,-33.73034056,100.0,1,21,2,1.0,1.0,1.0,250.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,76.0,2097,NSW
Mascot,151.1859654,-33.92904732,85.0,92,1,2,1.5,1.0,1.0,0.0,29.0,House,Private room,47,1.0,0.0,flexible,49.0,2020,NSW
Bankstown,151.0393573,-33.91213178,,1,2,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,365,0.0,0.0,flexible,130.0,2200,NSW
Manly Vale,151.2661267,-33.78541204,100.0,6,3,4,2.0,1.0,2.0,350.0,80.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,319.0,2093,NSW
Manly,151.2865008,-33.7904155,93.0,6,4,4,2.0,3.0,3.0,0.0,100.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,250.0,2095,NSW
Newtown,151.1850806,-33.89256695,100.0,89,2,3,1.0,0.0,1.0,500.0,70.0,Apartment,Entire home/apt,256,1.0,1.0,strict_14_with_grace_period,150.0,2042,NSW
Bondi Beach,151.2596854,-33.8892804,83.0,38,3,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,293,0.0,0.0,strict_14_with_grace_period,45.0,2022,NSW
Waverley Council,151.2714444,-33.89774671,86.0,10,1,3,1.0,2.0,2.0,0.0,65.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,165.0,2026.0,NSW
Rose Bay,151.2767737,-33.86947345,40.0,1,5,6,2.0,5.0,4.0,1000.0,125.0,House,Entire home/apt,0,0.0,0.0,flexible,176.0,2029,NSW
Avalon Beach,151.3347827,-33.62778895,90.0,2,2,5,1.0,2.0,4.0,300.0,65.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,195.0,2107,NSW
Balmain East,151.1922421,-33.85550341,100.0,5,2,2,1.0,1.0,2.0,240.0,80.0,House,Private room,143,0.0,0.0,flexible,100.0,2041.0,NSW
Manly,151.2866565,-33.7910027,,0,1,8,1.5,4.0,4.0,1000.0,0.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,700.0,2095,NSW
North Narrabeen,151.2935482,-33.70016886,98.0,86,2,8,1.5,4.0,5.0,400.0,150.0,House,Entire home/apt,275,0.0,0.0,moderate,220.0,2101,NSW
The Rocks,151.2073257,-33.86277507,,0,1,2,1.0,1.0,2.0,0.0,0.0,Boutique hotel,Private room,0,1.0,0.0,strict_14_with_grace_period,180.0,2000.0,NSW
Manly,151.2859504,-33.79070367,,0,2,2,1.0,0.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,150.0,2095.0,NSW
Potts Point,151.2246226,-33.8707742,93.0,6,4,2,1.0,1.0,1.0,300.0,74.0,Apartment,Entire home/apt,51,1.0,0.0,moderate,115.0,2011.0,NSW
Waterloo,151.2061847,-33.90000869,100.0,4,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,31.0,2017.0,NSW
Coogee,151.253046,-33.91375118,,0,3,2,0.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,strict_14_with_grace_period,59.0,2034,New South Wales
Rose Bay,151.2731987,-33.87829937,100.0,2,5,7,2.5,3.0,7.0,2000.0,250.0,Townhouse,Entire home/apt,202,0.0,0.0,strict_14_with_grace_period,366.0,2029,NSW
Randwick,151.247329,-33.91055885,80.0,2,3,6,2.0,3.0,3.0,0.0,150.0,House,Entire home/apt,0,1.0,0.0,moderate,599.0,2031.0,NSW
Lilyfield,151.1685163,-33.8746268,,1,17,2,1.0,1.0,1.0,0.0,0.0,Townhouse,Private room,180,0.0,0.0,flexible,42.0,2040.0,NSW
Great Mackerel Beach,151.2971103,-33.59133315,100.0,3,2,2,1.0,1.0,1.0,140.0,15.0,Bed and breakfast,Private room,0,1.0,1.0,strict_14_with_grace_period,85.0,2108,NSW
Waterloo,151.2118739,-33.90047277,91.0,51,4,4,2.0,2.0,2.0,190.0,70.0,Apartment,Entire home/apt,144,1.0,0.0,strict_14_with_grace_period,268.0,2017,NSW
Hillsdale,151.2297715,-33.95477127,85.0,4,1,2,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,340,1.0,0.0,strict_14_with_grace_period,40.0,2036,NSW
Coogee,151.2531793,-33.91396002,100.0,3,2,4,1.0,2.0,2.0,150.0,155.0,Condominium,Entire home/apt,17,0.0,0.0,strict_14_with_grace_period,185.0,2034.0,NSW
Maroubra,151.2578005,-33.94271367,100.0,3,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,89,0.0,0.0,flexible,80.0,2035.0,NSW
Queens Park,151.2493519,-33.89634785,,0,5,6,2.0,3.0,3.0,1000.0,200.0,House,Entire home/apt,317,1.0,0.0,strict_14_with_grace_period,549.0,2022.0,NSW
Collaroy Beach ,151.3002777,-33.72693459,,0,3,3,1.0,1.0,2.0,0.0,35.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,124.0,2097,NSW
Bellevue Hill,151.2641897,-33.88416883,91.0,97,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,81,1.0,0.0,strict_14_with_grace_period,59.0,2023,NSW
Cremorne Point,151.2288017,-33.84125829,99.0,41,5,4,1.0,2.0,3.0,500.0,200.0,Apartment,Entire home/apt,272,1.0,0.0,strict_14_with_grace_period,290.0,2090,NSW
Avalon Beach,151.329572,-33.62488248,90.0,6,2,4,1.0,1.0,2.0,0.0,0.0,House,Private room,180,0.0,0.0,moderate,150.0,2107.0,NSW
Bondi Beach,151.274684,-33.8979737,100.0,10,2,2,1.0,0.0,1.0,200.0,125.0,Apartment,Entire home/apt,23,1.0,0.0,flexible,200.0,2026,NSW
Avalon Beach,151.3235919,-33.63709459,94.0,18,1,8,2.0,4.0,4.0,200.0,80.0,House,Entire home/apt,164,0.0,0.0,strict_14_with_grace_period,440.0,2107,NSW
Maroubra,151.2375637,-33.94075703,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,363,1.0,0.0,flexible,105.0,2035.0,NSW
Wentworth Point,151.076966,-33.82710539,100.0,6,1,2,1.0,1.0,1.0,200.0,30.0,Apartment,Private room,85,0.0,0.0,flexible,109.0,2127.0,NSW
Bondi Beach,151.2730561,-33.88547675,98.0,12,7,6,2.0,4.0,5.0,1000.0,250.0,House,Entire home/apt,19,1.0,0.0,strict_14_with_grace_period,700.0,2026,NSW
Darlinghurst,151.2167334,-33.87532032,82.0,58,2,2,1.0,0.0,1.0,0.0,50.0,Apartment,Entire home/apt,126,0.0,0.0,strict_14_with_grace_period,113.0,2010.0,NSW
Potts Point,151.2260242,-33.86681237,93.0,15,2,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,363,1.0,0.0,moderate,98.0,2011,NSW
Manly,151.2908399,-33.80259043,97.0,7,4,2,1.0,1.0,1.0,500.0,70.0,Guest suite,Entire home/apt,155,0.0,0.0,strict_14_with_grace_period,173.0,2095.0,NSW
Coogee,151.2517172,-33.91619303,,0,1,3,1.0,1.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,150.0,2034,NSW
Bondi Beach,151.270178,-33.88181301,93.0,3,7,4,1.0,2.0,2.0,1000.0,80.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,150.0,2026,NSW
Newtown,151.1809103,-33.89668168,100.0,1,3,2,1.0,1.0,2.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,73.0,2042,NSW
Randwick,151.2455472,-33.92304841,100.0,4,5,6,1.5,3.0,4.0,500.0,100.0,House,Entire home/apt,128,0.0,0.0,strict_14_with_grace_period,397.0,2031,NSW
Brookvale,151.2720154,-33.76138203,,0,1,4,2.0,2.0,2.0,500.0,200.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,300.0,2100,NSW
Manly,151.2855046,-33.79702598,92.0,13,4,5,1.0,2.0,5.0,0.0,88.0,Apartment,Entire home/apt,146,1.0,0.0,strict_14_with_grace_period,349.0,2095,NSW
North Turramurra,151.1587485,-33.66385097,,0,1,2,3.5,1.0,1.0,200.0,20.0,House,Private room,89,0.0,0.0,flexible,250.0,2074,NSW
Balmain,151.1794493,-33.85967314,100.0,1,3,8,3.0,5.0,5.0,5000.0,300.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,549.0,2041.0,NSW
Glebe,151.183125,-33.87408784,92.0,6,7,6,1.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,83,0.0,0.0,moderate,281.0,2037,NSW
Bronte,151.2583395,-33.90722815,100.0,2,3,4,1.0,2.0,3.0,300.0,75.0,Apartment,Entire home/apt,339,1.0,0.0,moderate,290.0,2024.0,NSW
Kirribilli,151.2118797,-33.84528055,100.0,3,3,2,1.0,1.0,2.0,0.0,0.0,Apartment,Private room,88,0.0,0.0,flexible,80.0,2061.0,NSW
Bondi Beach,151.2761723,-33.8818913,100.0,2,7,7,3.0,3.0,4.0,1000.0,150.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,675.0,2026,NSW
Curl Curl,151.2910658,-33.76879261,100.0,2,5,8,2.0,4.0,6.0,1000.0,200.0,House,Entire home/apt,98,1.0,0.0,strict_14_with_grace_period,700.0,2096,NSW
Bondi Beach,151.2777346,-33.88776237,,0,5,5,1.0,2.0,2.0,500.0,200.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,300.0,2026,NSW
McMahons Point,151.204361,-33.84623068,100.0,2,21,1,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,55.0,2060,NSW
Manly,151.2843191,-33.79553212,80.0,1,2,3,1.0,1.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,139.0,2095.0,NSW
Lakemba,151.0810184,-33.92202418,100.0,1,1,2,1.0,0.0,1.0,0.0,0.0,House,Private room,16,1.0,0.0,flexible,49.0,2195.0,NSW
Hunters Hill,151.1409066,-33.83047507,,0,2,1,1.0,1.0,1.0,600.0,0.0,Apartment,Private room,89,1.0,0.0,strict_14_with_grace_period,90.0,2110.0,NSW
Maroubra,151.2551448,-33.94251303,80.0,1,5,6,2.0,3.0,4.0,800.0,90.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,350.0,2035,NSW
Balmain,151.1803195,-33.86053575,100.0,3,7,4,2.5,3.0,3.0,0.0,0.0,House,Entire home/apt,279,1.0,0.0,moderate,200.0,2041,NSW
Dover Heights,151.2822187,-33.87023757,95.0,12,4,2,1.0,1.0,1.0,250.0,45.0,Guesthouse,Entire home/apt,84,1.0,0.0,strict_14_with_grace_period,105.0,2030.0,NSW
Woollahra,151.2434046,-33.88837017,96.0,17,2,2,1.0,1.0,2.0,769.0,65.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,119.0,2025,New South Wales
Bondi Beach,151.269959,-33.88625117,85.0,5,2,3,1.0,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,221.0,2026,NSW
Clovelly,151.2592802,-33.90905831,96.0,6,7,7,3.0,3.0,5.0,600.0,125.0,Bungalow,Entire home/apt,194,0.0,0.0,strict_14_with_grace_period,395.0,2031,NSW
Bondi Beach,151.2623692,-33.89656522,100.0,2,14,4,2.0,3.0,4.0,1000.0,100.0,House,Entire home/apt,70,1.0,0.0,strict_14_with_grace_period,233.0,2026,NSW
Coogee,151.2519209,-33.91564453,100.0,1,6,5,1.0,3.0,5.0,600.0,150.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,360.0,2034,NSW
Kingsgrove,151.1013967,-33.93378356,100.0,45,2,4,1.0,1.0,2.0,300.0,75.0,House,Entire home/apt,213,1.0,1.0,moderate,115.0,2208.0,NSW
North Sydney,151.2132815,-33.84123435,90.0,2,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,70.0,2060,NSW
Stanmore,151.1681104,-33.89640607,94.0,13,2,4,1.0,1.0,2.0,200.0,0.0,Apartment,Entire home/apt,320,0.0,0.0,strict_14_with_grace_period,125.0,2048,NSW
Sydney,151.1303356,-33.90442565,97.0,6,1,4,1.0,1.0,2.0,400.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,74.0,2203,NSW
Lane Cove North,151.1782621,-33.80886567,95.0,105,2,2,1.0,1.0,2.0,120.0,0.0,Condominium,Private room,346,1.0,0.0,moderate,85.0,2066,NSW
Redfern,151.2067314,-33.88940681,100.0,2,3,2,1.0,1.0,1.0,0.0,30.0,Apartment,Entire home/apt,294,0.0,0.0,strict_14_with_grace_period,130.0,2016,NSW
Pyrmont,151.1927923,-33.86933241,88.0,24,2,7,1.0,2.0,4.0,300.0,120.0,Townhouse,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,200.0,2009.0,NSW
Palm Beach,151.3201006,-33.59439619,,0,2,10,3.0,5.0,6.0,2000.0,350.0,House,Entire home/apt,179,0.0,0.0,strict_14_with_grace_period,1250.0,2108.0,NSW
Sydney,151.1389506,-33.95864519,96.0,6,10,4,1.0,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,165.0,2216,NSW
Manly,151.2884847,-33.80196609,87.0,3,2,6,2.0,3.0,3.0,0.0,80.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,430.0,2095,NSW
Hornsby,151.1056523,-33.70661783,,0,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,20.0,2077,NSW
Bondi Beach,151.2701721,-33.89321465,100.0,4,2,4,1.0,1.0,2.0,200.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,200.0,2026,New South Wales
Parramatta,151.0047905,-33.81865141,95.0,23,2,5,1.0,2.0,3.0,300.0,40.0,Apartment,Entire home/apt,132,1.0,0.0,strict_14_with_grace_period,188.0,2150,NSW
Pyrmont,151.1947836,-33.8728182,,0,1,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,180,0.0,0.0,flexible,250.0,2009.0,NSW
Bondi Beach,151.2701755,-33.88771395,100.0,1,5,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,200.0,2026,NSW
Surry Hills,151.2174095,-33.88468529,60.0,1,4,2,1.0,0.0,1.0,0.0,0.0,Townhouse,Private room,0,0.0,0.0,flexible,65.0,2010.0,NSW
Rose Bay,151.27089,-33.87810657,93.0,3,2,4,1.0,2.0,2.0,500.0,85.0,Apartment,Entire home/apt,89,1.0,0.0,strict_14_with_grace_period,349.0,2029,NSW
Bondi Beach,151.249953,-33.89238976,,0,4,2,1.0,1.0,1.0,500.0,50.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,70.0,2022.0,NSW
Coogee,151.2571472,-33.92689673,,0,5,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,26,1.0,0.0,strict_14_with_grace_period,85.0,2034,NSW
Randwick,151.2352022,-33.9221303,50.0,2,2,1,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,58.0,2031.0,NSW
Ultimo,151.195661,-33.87784701,94.0,27,1,1,1.0,1.0,2.0,300.0,30.0,Apartment,Shared room,136,1.0,0.0,strict_14_with_grace_period,26.0,2007.0,NSW
Mascot,151.1896656,-33.92288975,,0,5,2,1.0,1.0,1.0,750.0,60.0,Apartment,Private room,205,1.0,0.0,strict_14_with_grace_period,130.0,2020,NSW
Bondi Beach,151.2656933,-33.88783208,80.0,1,5,7,2.0,4.0,4.0,500.0,50.0,Bed and breakfast,Entire home/apt,358,0.0,0.0,strict_14_with_grace_period,1000.0,2026,NSW
Seaforth,151.2375243,-33.80054432,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,67,0.0,0.0,flexible,158.0,2092,NSW
Newtown,151.174891,-33.90015562,93.0,6,3,4,1.5,2.0,3.0,0.0,0.0,House,Entire home/apt,0,1.0,0.0,moderate,198.0,2042,NSW
East Lindfield,151.1899724,-33.76148392,100.0,1,7,7,3.5,5.0,7.0,2500.0,300.0,House,Entire home/apt,3,1.0,0.0,strict_14_with_grace_period,750.0,2070,NSW
Mona Vale,151.3114782,-33.67391347,,0,10,6,2.0,3.0,3.0,1000.0,0.0,Bungalow,Entire home/apt,17,1.0,0.0,flexible,349.0,2103.0,NSW
Bondi Beach,151.2676811,-33.88759698,100.0,3,4,4,1.0,2.0,2.0,0.0,80.0,Condominium,Entire home/apt,0,1.0,1.0,flexible,250.0,2026.0,NSW
Rozelle,151.174674,-33.8640513,,0,5,6,3.0,3.0,3.0,2000.0,200.0,House,Entire home/apt,83,1.0,0.0,strict_14_with_grace_period,496.0,2039.0,NSW
Sydney,151.2036557,-33.87425293,93.0,3,1,2,1.0,1.0,2.0,350.0,60.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,110.0,2000.0,NSW
Sydney ,151.2485673,-33.95262146,,1,2,4,1.0,2.0,2.0,0.0,0.0,House,Entire home/apt,0,1.0,0.0,flexible,286.0,2035.0,NSW
Redfern,151.2018522,-33.88970651,84.0,91,1,4,1.0,1.0,2.0,300.0,60.0,Apartment,Entire home/apt,84,1.0,0.0,strict_14_with_grace_period,130.0,2016,New South Wales
Bronte,151.2641645,-33.9077125,,0,10,2,2.0,1.0,1.0,0.0,120.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,280.0,2024,NSW
Erskineville,151.1843246,-33.8980448,83.0,57,1,8,2.0,3.0,3.0,150.0,95.0,House,Entire home/apt,147,0.0,0.0,moderate,175.0,2043,NSW
Bondi Beach,151.2832671,-33.89165249,90.0,6,3,6,2.0,3.0,3.0,0.0,95.0,House,Entire home/apt,49,0.0,0.0,strict_14_with_grace_period,500.0,2026,NSW
South Coogee,151.2600866,-33.93390534,100.0,1,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,277,1.0,0.0,strict_14_with_grace_period,107.0,2034,NSW
Lilyfield,151.1677171,-33.8716787,80.0,2,3,8,2.0,3.0,3.0,500.0,370.0,House,Entire home/apt,204,1.0,0.0,strict_14_with_grace_period,370.0,2040,NSW
Beaconsfield,151.2011889,-33.90934114,98.0,106,2,4,1.0,2.0,3.0,250.0,60.0,Guest suite,Entire home/apt,303,1.0,1.0,strict_14_with_grace_period,159.0,2015,NSW
Bondi Beach,151.2826029,-33.89197122,100.0,1,5,2,1.0,1.0,1.0,150.0,30.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,111.0,2026,NSW
Maroubra,151.2378303,-33.94009376,96.0,17,3,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,200.0,2035,NSW
Glebe,151.1840966,-33.87667835,,0,3,2,1.0,1.0,2.0,0.0,0.0,Bed and breakfast,Private room,89,0.0,0.0,strict_14_with_grace_period,175.0,2037,NSW
Surry Hills,151.2140359,-33.89127732,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,362,0.0,0.0,flexible,59.0,2010.0,NSW
Bondi Beach,151.2658184,-33.89457045,,1,4,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,124.0,2026,NSW
Sydney Olympic Park,151.0744003,-33.84834592,95.0,44,2,6,2.0,2.0,4.0,500.0,120.0,Apartment,Entire home/apt,118,1.0,1.0,strict_14_with_grace_period,200.0,2127.0,NSW
Hurstville,151.1017398,-33.96597756,98.0,13,1,6,2.0,2.0,5.0,300.0,200.0,Apartment,Entire home/apt,313,1.0,1.0,strict_14_with_grace_period,237.0,2220.0,NSW
Newtown,151.1735016,-33.90557781,,0,7,1,1.0,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,flexible,50.0,2042.0,NSW
Bondi Beach,151.267147,-33.89414094,98.0,39,2,2,1.5,1.0,1.0,200.0,25.0,Apartment,Private room,273,1.0,1.0,strict_14_with_grace_period,55.0,2026,NSW
Coogee,151.2524812,-33.92301267,98.0,31,3,3,1.0,1.0,2.0,500.0,20.0,Apartment,Private room,84,1.0,1.0,strict_14_with_grace_period,80.0,2034.0,NSW
Newtown,151.1807321,-33.89631954,,0,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,moderate,58.0,2042.0,NSW
Bondi Beach,151.2469803,-33.89336975,100.0,2,2,2,1.0,1.0,1.0,200.0,60.0,House,Private room,156,0.0,0.0,flexible,152.0,2022,NSW
Newport,151.3070514,-33.65904303,,0,2,4,1.0,2.0,2.0,1000.0,150.0,Boat,Entire home/apt,173,0.0,0.0,strict_14_with_grace_period,250.0,2106.0,NSW
Bondi Beach,151.255768,-33.89271572,92.0,16,4,1,1.0,0.0,1.0,0.0,60.0,Townhouse,Private room,170,1.0,0.0,strict_14_with_grace_period,76.0,2022,NSW
Kensington,151.2222584,-33.90749646,,1,5,4,1.0,2.0,2.0,1000.0,65.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,299.0,2033.0,NSW
Alexandria,151.1927469,-33.90266548,,1,8,2,1.0,1.0,1.0,0.0,0.0,House,Private room,365,1.0,0.0,flexible,150.0,2015,NSW
North Willoughby,151.1973943,-33.79335101,91.0,10,2,3,1.0,3.0,2.0,300.0,10.0,Apartment,Private room,0,1.0,0.0,moderate,50.0,2068.0,NSW
Pyrmont,151.1966796,-33.87032019,100.0,1,5,2,1.0,1.0,1.0,300.0,30.0,Apartment,Private room,0,1.0,0.0,strict_14_with_grace_period,80.0,2009.0,NSW
Normanhurst,151.0978861,-33.72168879,,0,2,1,0.5,1.0,1.0,100.0,25.0,Apartment,Private room,365,1.0,0.0,flexible,94.0,2076,NSW
Coogee,151.2548234,-33.91865047,88.0,13,2,6,2.0,2.0,5.0,500.0,280.0,House,Entire home/apt,28,1.0,0.0,moderate,486.0,2034,NSW
Manly,151.2864612,-33.79730072,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,290.0,2095,NSW
Paddington,151.2240133,-33.88244665,90.0,8,4,2,1.0,1.0,1.0,0.0,30.0,Apartment,Entire home/apt,187,0.0,0.0,strict_14_with_grace_period,130.0,2021,NSW
Ultimo,151.1974179,-33.87820121,,1,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,36,1.0,0.0,flexible,58.0,2007.0,NSW
Annandale,151.1680235,-33.88403042,,0,3,4,1.0,2.0,1.0,0.0,50.0,Apartment,Entire home/apt,0,,,flexible,275.0,2038,NSW
Strathfield,151.08986,-33.8719158,,0,1,1,1.5,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,moderate,70.0,2135.0,NSW
Brooklyn,151.2043752,-33.54904609,,0,1,4,1.0,1.0,2.0,250.0,0.0,House,Entire home/apt,89,0.0,0.0,strict_14_with_grace_period,750.0,2083,NSW
Narrabeen,151.298861,-33.72398921,93.0,21,3,4,1.0,2.0,4.0,600.0,100.0,Apartment,Entire home/apt,345,1.0,0.0,strict_14_with_grace_period,175.0,2101,NSW
Annandale,151.1680271,-33.88513056,,1,2,2,1.0,1.0,1.0,150.0,30.0,Apartment,Private room,31,1.0,0.0,moderate,90.0,2038,NSW
Bondi Beach,151.2700671,-33.88859895,,0,7,1,1.0,1.0,1.0,0.0,0.0,House,Private room,37,0.0,0.0,flexible,80.0,2026.0,NSW
