city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode,state
Alexandria,151.1912368,-33.90396449,93.0,81,2,2,1.0,1.0,1.0,0.0,20.0,House,Private room,52,1.0,0.0,strict_14_with_grace_period,76.0,2015,NSW
Saint Clair,150.7808432,-33.78805158,98.0,11,2,2,2.0,1.0,1.0,300.0,0.0,House,Private room,89,1.0,0.0,moderate,65.0,2759.0,NSW
Waverton,151.1941844,-33.83785303,100.0,1,2,2,1.0,1.0,2.0,150.0,0.0,House,Private room,362,1.0,0.0,strict_14_with_grace_period,150.0,2060,NSW
Neutral Bay,151.2218647,-33.8323344,96.0,5,3,2,1.0,1.0,1.0,450.0,90.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,185.0,2089,NSW
Bronte,151.2620375,-33.90402508,100.0,3,3,2,1.0,2.0,1.0,1600.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,134.0,2024.0,NSW
Arncliffe,151.1337959,-33.9412814,85.0,34,2,16,3.0,5.0,16.0,0.0,100.0,House,Entire home/apt,257,1.0,0.0,strict_14_with_grace_period,349.0,2205,NSW
Chippendale,151.1978176,-33.88848852,87.0,3,3,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,120.0,2008,NSW
Sydney,151.2019534,-33.86686062,,0,4,2,1.0,1.0,1.0,500.0,255.0,Apartment,Entire home/apt,34,0.0,0.0,strict_14_with_grace_period,196.0,2000.0,NSW
Curl Curl,151.2909966,-33.77006874,,0,5,6,2.5,4.0,4.0,3000.0,250.0,House,Entire home/apt,149,0.0,0.0,moderate,1201.0,2096.0,NSW
Botany,151.2079793,-33.9484735,100.0,2,3,7,2.5,3.0,6.0,500.0,60.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,290.0,2019,NSW
Palm Beach,151.3193745,-33.59862027,100.0,2,1,6,2.0,3.0,3.0,300.0,200.0,House,Entire home/apt,179,0.0,0.0,strict_14_with_grace_period,600.0,2108.0,NSW
Manly,151.2845406,-33.7882187,80.0,4,2,4,2.0,2.0,2.0,0.0,85.0,Apartment,Entire home/apt,9,1.0,0.0,moderate,299.0,2095.0,NSW
Manly,151.2827729,-33.79503416,100.0,1,2,2,1.5,1.0,1.0,200.0,0.0,Townhouse,Private room,0,0.0,0.0,moderate,35.0,2095.0,NSW
Randwick,151.2440427,-33.92598893,100.0,4,7,8,2.0,3.0,4.0,500.0,0.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,300.0,2031,NSW
Lane Cove,151.1784697,-33.82179746,,0,3,2,1.5,1.0,2.0,200.0,120.0,House,Private room,365,0.0,0.0,strict_14_with_grace_period,61.0,2066,NSW
Paddington,151.2307079,-33.88905532,90.0,4,5,5,2.0,3.0,5.0,1000.0,200.0,House,Entire home/apt,335,1.0,0.0,strict_14_with_grace_period,425.0,2021,NSW
Mosman,151.2363086,-33.83219695,100.0,53,1,2,1.0,1.0,1.0,0.0,10.0,Apartment,Private room,295,0.0,1.0,moderate,94.0,2088,NSW
Pyrmont,151.1955582,-33.87261866,,0,4,1,2.0,1.0,1.0,800.0,0.0,Apartment,Shared room,0,0.0,0.0,moderate,35.0,2009,NSW
Randwick,151.239747,-33.91257017,88.0,5,20,1,1.0,1.0,1.0,250.0,120.0,Apartment,Private room,0,1.0,0.0,moderate,47.0,2031.0,NSW
Homebush West,151.0614895,-33.85982607,,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,60.0,2140.0,NSW
Mona Vale,151.3142409,-33.67448872,100.0,1,6,8,2.5,4.0,5.0,1500.0,0.0,House,Entire home/apt,347,0.0,0.0,strict_14_with_grace_period,900.0,2103,NSW
Bondi Beach,151.2483814,-33.89314445,95.0,63,3,2,1.0,1.0,1.0,1000.0,60.0,Apartment,Entire home/apt,257,1.0,1.0,strict_14_with_grace_period,178.0,2022,NSW
Newtown,151.1732084,-33.89765419,94.0,32,1,2,1.0,1.0,1.0,133.0,0.0,Apartment,Private room,178,1.0,0.0,strict_14_with_grace_period,65.0,2042,NSW
Neutral Bay,151.2215738,-33.83959615,94.0,108,1,4,1.0,2.0,4.0,400.0,60.0,Apartment,Entire home/apt,143,0.0,0.0,strict_14_with_grace_period,170.0,2089,NSW
Cronulla,151.1568659,-34.04599536,85.0,5,1,3,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,339,0.0,0.0,flexible,108.0,2230.0,NSW
Kirribilli,151.2166512,-33.8495312,100.0,1,7,2,1.0,1.0,1.0,300.0,100.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,133.0,2061,NSW
Summer Hill,151.1369541,-33.89109268,84.0,9,1,1,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,313,1.0,0.0,strict_14_with_grace_period,50.0,2130.0,NSW
Clovelly,151.2604226,-33.9103496,100.0,41,1,2,1.0,1.0,1.0,0.0,10.0,Apartment,Private room,90,1.0,0.0,strict_14_with_grace_period,76.0,2031.0,NSW
Darlinghurst,151.2130912,-33.87709067,87.0,27,2,4,1.0,0.0,2.0,350.0,130.0,Apartment,Entire home/apt,239,1.0,0.0,strict_14_with_grace_period,140.0,2000,NSW
Redfern,151.2115202,-33.89333786,96.0,72,2,3,1.0,1.0,2.0,0.0,80.0,Guest suite,Entire home/apt,231,1.0,0.0,strict_14_with_grace_period,98.0,2016,NSW
Pymble,151.133727,-33.74130333,89.0,34,2,2,1.0,1.0,1.0,0.0,20.0,House,Private room,157,0.0,0.0,strict_14_with_grace_period,65.0,2073,NSW
Rose Bay,151.2755392,-33.87486806,100.0,6,7,5,2.0,3.0,3.0,1500.0,150.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,245.0,2029,NSW
Mascot,151.1867144,-33.92038428,100.0,1,2,4,2.0,2.0,2.0,500.0,120.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,150.0,2020.0,NSW
Malabar,151.2479669,-33.96472086,98.0,175,1,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,25,1.0,1.0,moderate,120.0,2036,NSW
Alexandria,151.1985576,-33.91167836,98.0,29,1,10,3.5,5.0,6.0,2000.0,500.0,Townhouse,Entire home/apt,83,0.0,0.0,moderate,469.0,2015.0,NSW
North Parramatta,151.0167597,-33.80706437,93.0,3,1,1,2.5,1.0,1.0,133.0,25.0,House,Private room,49,0.0,0.0,flexible,35.0,2151.0,NSW
Sans Souci,151.1314343,-33.99356268,100.0,1,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,85.0,2219.0,NSW
Castle Hill,150.9798168,-33.72220982,100.0,10,1,1,1.0,1.0,1.0,0.0,20.0,House,Private room,356,1.0,1.0,moderate,40.0,2154.0,NSW
Manly,151.2869774,-33.80195034,,0,1,1,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,0,1.0,0.0,strict_14_with_grace_period,260.0,2095,NSW
West Ryde,151.0844133,-33.80704323,100.0,1,4,4,1.0,2.0,2.0,500.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,120.0,2114,NSW
Potts Point,151.2219013,-33.87429169,89.0,10,2,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,160.0,2011,NSW
Kensington,151.2221849,-33.9131696,80.0,1,3,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,50.0,2033.0,NSW
Bondi Beach,151.2819922,-33.88389839,,0,5,4,2.0,2.0,2.0,0.0,100.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,200.0,2026,NSW
Prospect,150.906886,-33.79569418,99.0,52,3,2,1.0,0.0,1.0,200.0,40.0,Apartment,Entire home/apt,45,1.0,1.0,moderate,69.0,2148,NSW
Annandale,151.1748326,-33.88269252,40.0,2,3,3,1.0,1.0,2.0,150.0,25.0,House,Private room,180,1.0,0.0,strict_14_with_grace_period,130.0,2038.0,NSW
Drummoyne,151.1523608,-33.8494091,,0,1,3,2.5,1.0,3.0,500.0,500.0,Townhouse,Private room,0,0.0,0.0,flexible,237.0,2047,NSW
Wollstonecraft ,151.1980342,-33.82938506,95.0,19,2,4,2.0,2.0,2.0,500.0,80.0,Townhouse,Entire home/apt,150,0.0,0.0,strict_14_with_grace_period,150.0,2065,NSW
Woolloomooloo,151.2179587,-33.87282208,73.0,3,7,2,1.0,1.0,1.0,500.0,250.0,Apartment,Entire home/apt,167,0.0,0.0,strict_14_with_grace_period,151.0,2011,NSW
Mosman,151.2327647,-33.8254364,100.0,3,3,3,1.0,2.0,2.0,250.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,145.0,2088.0,NSW
Glebe,151.192353,-33.8831711,100.0,1,2,2,1.0,1.0,1.0,500.0,201.0,Apartment,Entire home/apt,149,0.0,0.0,strict_14_with_grace_period,171.0,2037,NSW
Darlinghurst,151.2125908,-33.8756088,97.0,15,1,4,1.0,1.0,2.0,300.0,59.0,Apartment,Entire home/apt,2,1.0,1.0,strict_14_with_grace_period,148.0,2010.0,NSW
Zetland,151.2105572,-33.90538567,97.0,43,1,8,2.0,3.0,6.0,300.0,120.0,Condominium,Entire home/apt,104,1.0,0.0,moderate,401.0,2017.0,NSW
Paddington,151.2277174,-33.8796958,80.0,1,4,2,2.0,1.0,1.0,250.0,35.0,House,Private room,0,0.0,0.0,moderate,80.0,2021,NSW
Newtown,151.1822739,-33.89313968,70.0,2,12,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,89.0,2042,NSW
Kingsford,151.2324546,-33.93207684,100.0,7,7,9,2.5,4.0,5.0,0.0,120.0,House,Entire home/apt,187,1.0,0.0,moderate,299.0,2032,NSW
Beacon Hill,151.2638283,-33.75961132,98.0,17,2,4,1.0,2.0,3.0,0.0,80.0,Apartment,Entire home/apt,257,0.0,1.0,flexible,94.0,2100.0,NSW
Darlinghurst,151.2146788,-33.8786575,99.0,43,1,2,1.0,0.0,1.0,150.0,40.0,Apartment,Entire home/apt,0,1.0,1.0,flexible,110.0,2010,NSW
Bondi Beach,151.2738332,-33.87944454,100.0,1,7,4,1.0,2.0,3.0,500.0,200.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,280.0,2026,NSW
Toongabbie,150.9541273,-33.79925031,,0,1,2,1.5,1.0,1.0,200.0,40.0,House,Private room,365,0.0,0.0,strict_14_with_grace_period,70.0,2146,NSW
Cromer,151.2747642,-33.73084024,100.0,7,5,8,2.0,4.0,5.0,500.0,100.0,House,Entire home/apt,183,1.0,0.0,moderate,299.0,2099,NSW
Ultimo,151.1968673,-33.87788511,,6,2,2,1.0,1.0,2.0,0.0,0.0,Bungalow,Entire home/apt,173,0.0,0.0,moderate,125.0,2007.0,NSW
Mona Vale,151.3133263,-33.672201,,0,7,8,3.5,4.0,4.0,1000.0,150.0,House,Entire home/apt,0,0.0,0.0,flexible,950.0,2103,NSW
Rose Bay,151.2597366,-33.87426338,90.0,2,2,5,1.0,3.0,3.0,0.0,50.0,Apartment,Entire home/apt,0,0.0,1.0,flexible,170.0,2029.0,NSW
Queens Park,151.243105,-33.89767885,,0,14,4,2.5,3.0,3.0,2000.0,250.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,700.0,2022,NSW
Manly,151.2840116,-33.80447558,,0,2,4,1.0,2.0,4.0,150.0,155.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,160.0,2095.0,NSW
Maroubra,151.2455132,-33.94404757,100.0,2,1,1,1.0,1.0,1.0,135.0,25.0,Other,Private room,302,0.0,0.0,flexible,50.0,2035.0,NSW
Redfern,151.1982097,-33.89350827,96.0,142,2,4,2.0,2.0,3.0,250.0,90.0,Apartment,Entire home/apt,18,1.0,0.0,strict_14_with_grace_period,179.0,2016,NSW
Forestville,151.2209194,-33.75356816,100.0,2,1,6,1.5,4.0,4.0,0.0,80.0,House,Entire home/apt,0,1.0,0.0,flexible,250.0,2087.0,NSW
Bondi Beach,151.2717345,-33.89629276,100.0,3,2,2,1.0,1.0,1.0,200.0,50.0,Apartment,Private room,0,1.0,0.0,moderate,95.0,2026.0,NSW
,151.2148077,-33.87926744,100.0,1,2,2,2.0,1.0,1.0,200.0,0.0,House,Private room,0,0.0,0.0,flexible,74.0,,NSW
Pyrmont,151.1959073,-33.87210171,,0,1,1,2.0,1.0,2.0,0.0,0.0,Apartment,Shared room,0,0.0,0.0,flexible,250.0,2009,NSW
Randwick,151.2452737,-33.91865559,97.0,17,2,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,69,1.0,0.0,flexible,90.0,2031.0,NSW
Lilyfield,151.1650559,-33.87683037,92.0,37,2,2,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,178,0.0,0.0,flexible,59.0,2040,NSW
Surry Hills,151.2104903,-33.88384756,,0,10,4,2.0,2.0,2.0,1500.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,401.0,2010,NSW
Erskineville,151.1883493,-33.90361509,97.0,16,5,2,1.0,1.0,1.0,0.0,50.0,Townhouse,Private room,264,0.0,0.0,strict_14_with_grace_period,65.0,2043,NSW
Maroubra,151.2391864,-33.94048114,100.0,1,1,1,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,35.0,2035.0,NSW
Dee Why,151.2801313,-33.75456927,,0,3,4,1.0,2.0,4.0,500.0,100.0,House,Entire home/apt,0,1.0,0.0,flexible,250.0,2099,New South Wales
Bondi Beach,151.2785245,-33.88630611,,0,6,8,2.0,3.0,4.0,750.0,100.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,451.0,2026,NSW
Woolooware,151.1427979,-34.05301144,,0,5,2,1.0,1.0,1.0,200.0,40.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,120.0,2230.0,NSW
The Rocks,151.2055823,-33.86169996,100.0,4,2,4,2.0,2.0,4.0,0.0,0.0,Aparthotel,Private room,0,1.0,1.0,strict_14_with_grace_period,2000.0,2000.0,NSW
Maroubra,151.2560259,-33.94602005,97.0,23,2,3,1.0,1.0,2.0,0.0,20.0,Apartment,Private room,358,1.0,1.0,strict_14_with_grace_period,90.0,2035,NSW
Zetland,151.2102461,-33.90415126,96.0,10,3,2,1.0,1.0,1.0,0.0,9.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,200.0,2017.0,NSW
Manly,151.286925,-33.80017275,100.0,1,7,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,50.0,2095.0,NSW
Mosman,151.2445413,-33.83592821,,0,7,6,3.0,4.0,4.0,1500.0,420.0,House,Entire home/apt,235,1.0,0.0,strict_14_with_grace_period,604.0,2088,NSW
Brighton-Le-Sands,151.1529257,-33.9614453,,0,10,2,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,90,0.0,0.0,flexible,50.0,2216.0,NSW
Zetland,151.2105275,-33.90878473,100.0,4,2,4,1.0,1.0,2.0,140.0,25.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,150.0,2017,NSW
Newtown,151.1762143,-33.90014366,99.0,31,2,4,1.0,2.0,0.0,300.0,75.0,Loft,Entire home/apt,315,1.0,1.0,moderate,220.0,2042.0,NSW
Cremorne,151.2200001,-33.82301155,100.0,1,7,10,4.0,5.0,8.0,2500.0,493.0,Villa,Entire home/apt,234,1.0,0.0,super_strict_60,788.0,2090,NSW
Waterloo,151.2117866,-33.89835478,99.0,133,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,1.0,strict_14_with_grace_period,80.0,2017,NSW
Heathcote,150.9988835,-34.08583374,100.0,1,1,2,2.5,1.0,1.0,0.0,10.0,House,Private room,0,1.0,0.0,flexible,40.0,2233.0,NSW
Avalon,151.3185627,-33.62841991,99.0,31,1,5,1.5,2.0,3.0,0.0,0.0,House,Entire home/apt,321,1.0,1.0,moderate,179.0,2107,NSW
Castle Hill,151.0021261,-33.73071749,91.0,14,1,1,1.0,1.0,1.0,0.0,10.0,Villa,Private room,0,0.0,0.0,strict_14_with_grace_period,24.0,2154.0,NSW
Waterloo,151.2065092,-33.89844795,,0,3,4,1.0,1.0,2.0,0.0,0.0,House,Entire home/apt,0,0.0,0.0,flexible,140.0,2017,NSW
Darlinghurst,151.2195845,-33.87800067,95.0,11,14,2,1.0,1.0,1.0,700.0,80.0,Apartment,Entire home/apt,1,1.0,0.0,strict_14_with_grace_period,200.0,2010,NSW
Heathcote,151.0041993,-34.08937477,94.0,64,1,4,1.0,1.0,1.0,0.0,0.0,Guest suite,Entire home/apt,0,0.0,0.0,moderate,91.0,2233.0,NSW
Elizabeth Bay,151.2259407,-33.87239249,98.0,10,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,1.0,moderate,98.0,2011.0,NSW
Freshwater,151.2779501,-33.77262573,100.0,1,5,8,3.5,5.0,5.0,950.0,200.0,House,Entire home/apt,55,0.0,0.0,strict_14_with_grace_period,700.0,2096.0,NSW
North Balgowlah,151.24437,-33.78590741,94.0,28,1,5,1.0,1.0,4.0,0.0,50.0,Guest suite,Entire home/apt,364,1.0,0.0,moderate,175.0,2093.0,NSW
Cronulla,151.1546989,-34.04573075,80.0,1,7,3,1.0,2.0,2.0,1500.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,170.0,2230,NSW
Sydney,151.2047903,-33.86786204,92.0,6,1,3,1.0,1.0,1.0,0.0,80.0,Apartment,Entire home/apt,10,1.0,0.0,strict_14_with_grace_period,100.0,2000.0,NSW
Coogee,151.2500039,-33.9202961,87.0,7,2,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,0,1.0,0.0,flexible,50.0,2034,NSW
Ultimo,151.1968485,-33.88161627,100.0,2,1,7,1.0,2.0,2.0,200.0,65.0,Apartment,Entire home/apt,13,0.0,1.0,moderate,128.0,2007.0,NSW
Mascot,151.1842622,-33.92194098,40.0,1,1,1,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,90,0.0,0.0,strict_14_with_grace_period,50.0,2020.0,NSW
Canterbury,151.1162982,-33.91338531,90.0,2,1,1,1.0,1.0,2.0,500.0,50.0,Apartment,Private room,0,0.0,0.0,moderate,45.0,2193,NSW
North Sydney,151.2068693,-33.83922343,80.0,5,31,4,1.0,2.0,2.0,1000.0,242.0,Apartment,Entire home/apt,363,1.0,0.0,strict_14_with_grace_period,184.0,2060,NSW
Bondi Beach,151.2703486,-33.89714981,100.0,1,2,2,1.0,1.0,1.0,0.0,70.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,147.0,2026.0,NSW
Manly,151.2875005,-33.80370129,100.0,2,4,4,1.0,2.0,3.0,500.0,150.0,Townhouse,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,160.0,2095.0,NSW
Waverley,151.2534437,-33.90011034,80.0,1,7,4,2.0,2.0,2.0,0.0,80.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,200.0,2024,NSW
Bellevue Hill,151.2553978,-33.8850252,,0,5,6,2.0,3.0,3.0,1000.0,200.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,549.0,2023,NSW
Hurstville,151.0945051,-33.95895308,95.0,11,1,2,1.0,1.0,2.0,0.0,0.0,Villa,Private room,90,0.0,0.0,moderate,70.0,2220.0,NSW
Carlingford,151.0412378,-33.77777815,90.0,2,2,2,1.5,1.0,1.0,200.0,15.0,House,Private room,364,0.0,1.0,moderate,71.0,2118,NSW
Newtown,151.1745833,-33.89735486,100.0,7,2,1,1.0,1.0,1.0,0.0,0.0,House,Private room,26,0.0,0.0,strict_14_with_grace_period,49.0,2042,NSW
Pyrmont,151.1944662,-33.87211919,,1,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Shared room,7,0.0,0.0,flexible,30.0,2009.0,NSW
Bexley,151.1158125,-33.96233421,,0,1,4,1.0,2.0,2.0,0.0,0.0,Guesthouse,Private room,0,0.0,0.0,flexible,150.0,2207.0,NSW
Paddington,151.2317362,-33.88844933,100.0,2,4,4,1.0,2.0,2.0,200.0,60.0,House,Entire home/apt,0,0.0,0.0,flexible,185.0,2021,NSW
Matraville,151.2401697,-33.95512481,90.0,4,1,3,1.0,1.0,2.0,300.0,15.0,Bed and breakfast,Private room,89,0.0,0.0,strict_14_with_grace_period,134.0,2036,NSW
Northmead,150.992958,-33.79647031,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,150.0,2152.0,NSW
Forest Lodge,151.1772263,-33.88004866,,0,1,5,1.0,2.0,3.0,0.0,0.0,Townhouse,Entire home/apt,0,0.0,0.0,flexible,180.0,2037,NSW
Randwick,151.2393401,-33.90990841,88.0,5,2,4,1.0,1.0,2.0,1000.0,100.0,Apartment,Entire home/apt,148,0.0,0.0,strict_14_with_grace_period,119.0,2031.0,NSW
Bondi Beach,151.2640115,-33.89661744,,0,7,8,2.0,5.0,5.0,1000.0,220.0,House,Entire home/apt,358,0.0,0.0,strict_14_with_grace_period,1250.0,2026,NSW
Manly,151.2873396,-33.79533153,,0,1,2,2.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,moderate,100.0,2095,New South Wales
Bellevue Hill,151.2516343,-33.88596712,100.0,1,12,8,3.0,4.0,4.0,3000.0,400.0,House,Entire home/apt,344,1.0,0.0,strict_14_with_grace_period,900.0,2023,NSW
Manly,151.2806019,-33.79787103,91.0,47,2,2,1.0,1.0,1.0,250.0,35.0,Apartment,Private room,191,0.0,0.0,moderate,76.0,2095,NSW
Kirribilli,151.2134652,-33.84832046,,0,14,6,2.0,4.0,5.0,5500.0,300.0,House,Entire home/apt,0,1.0,0.0,flexible,2000.0,2061,NSW
Bondi Beach,151.2745861,-33.89117564,,0,24,3,1.0,2.0,2.0,750.0,60.0,Apartment,Entire home/apt,173,0.0,0.0,flexible,150.0,2026,NSW
Coogee,151.2526382,-33.92264833,84.0,22,2,4,1.0,2.0,2.0,500.0,300.0,House,Entire home/apt,332,1.0,0.0,strict_14_with_grace_period,235.0,2034,NSW
Campsie,151.098641,-33.90465732,,0,3,2,1.0,1.0,1.0,126.0,0.0,Apartment,Private room,364,0.0,0.0,flexible,35.0,,NSW
Palm Beach,151.3290583,-33.61655065,96.0,12,2,4,1.0,2.0,3.0,200.0,85.0,Guest suite,Entire home/apt,254,0.0,1.0,flexible,250.0,2108.0,NSW
Bondi Beach,151.2747121,-33.88956104,100.0,17,2,6,2.0,3.0,4.0,1500.0,300.0,Apartment,Entire home/apt,329,0.0,1.0,moderate,700.0,2026.0,NSW
Bondi Beach,151.2706805,-33.8921638,100.0,1,7,4,1.0,3.0,3.0,1500.0,80.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,390.0,2026,New South Wales
Surry Hills,151.2117951,-33.88139549,99.0,99,1,2,1.0,1.0,0.0,0.0,70.0,Apartment,Entire home/apt,159,1.0,1.0,moderate,158.0,2010.0,NSW
Bronte,151.2623397,-33.90546281,98.0,10,21,2,1.0,1.0,1.0,500.0,45.0,Apartment,Entire home/apt,227,1.0,1.0,moderate,101.0,2024,NSW
Alexandria,151.199189,-33.89904626,100.0,52,2,2,2.0,1.0,1.0,0.0,25.0,House,Private room,78,1.0,0.0,strict_14_with_grace_period,63.0,2015.0,NSW
Beverly Hills,151.0762378,-33.95609012,98.0,58,1,3,1.5,1.0,2.0,0.0,19.0,House,Private room,174,1.0,1.0,strict_14_with_grace_period,49.0,2209,NSW
Enmore,151.1708854,-33.8978278,100.0,1,3,3,1.0,1.0,1.0,300.0,100.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,80.0,2042.0,Nsw
Manly,151.2873989,-33.80098812,85.0,4,1,2,1.0,1.0,1.0,0.0,24.0,Apartment,Private room,166,0.0,0.0,strict_14_with_grace_period,94.0,2095.0,NSW
Bossley Park,150.879675,-33.85881922,,0,3,4,1.5,3.0,3.0,0.0,0.0,House,Private room,89,0.0,1.0,flexible,90.0,2176,NSW
Neutral Bay,151.2127367,-33.83461905,,0,2,2,1.0,1.0,1.0,300.0,50.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,150.0,2089,NSW
Manly,151.2853316,-33.79210814,88.0,17,3,6,1.0,3.0,4.0,1000.0,295.0,House,Entire home/apt,204,0.0,0.0,strict_14_with_grace_period,295.0,2095,NSW
Bondi Beach,151.2816724,-33.88469455,,0,2,4,1.0,1.0,1.0,150.0,110.0,Apartment,Entire home/apt,26,0.0,0.0,strict_14_with_grace_period,179.0,2026,NSW
Annandale,151.1665604,-33.88781097,95.0,26,2,2,1.0,1.0,1.0,150.0,60.0,House,Entire home/apt,156,1.0,0.0,moderate,100.0,2038,NSW
Potts Point,151.2245907,-33.87322125,86.0,99,5,2,1.0,1.0,1.0,125.0,0.0,Apartment,Entire home/apt,358,1.0,0.0,strict_14_with_grace_period,130.0,2011,NSW
Riverview,151.1656989,-33.82528174,80.0,1,5,6,4.0,4.0,6.0,1000.0,150.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,495.0,2066,NSW
Maroubra,151.2457722,-33.94707741,100.0,18,2,2,1.0,1.0,1.0,150.0,60.0,Townhouse,Private room,295,1.0,1.0,strict_14_with_grace_period,94.0,2035,NSW
Bondi Beach,151.2596983,-33.89161032,100.0,2,5,8,2.5,4.0,6.0,2500.0,200.0,House,Entire home/apt,248,0.0,0.0,strict_14_with_grace_period,770.0,2026,NSW
Lilyfield,151.1632513,-33.87603457,,0,4,5,2.0,3.0,4.0,500.0,150.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,300.0,2040.0,NSW
Ryde,151.1132808,-33.82075747,100.0,1,14,2,1.0,1.0,2.0,0.0,0.0,House,Private room,90,0.0,0.0,flexible,70.0,2112.0,NSW
Dee Why,151.2897867,-33.75322428,90.0,2,2,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,220.0,2099.0,NSW
Palm Beach,151.3269982,-33.61067377,100.0,3,2,7,3.0,3.0,7.0,2000.0,280.0,House,Entire home/apt,354,1.0,0.0,moderate,1090.0,2108,NSW
Redfern,151.200112,-33.89138696,94.0,14,3,5,1.0,1.0,3.0,250.0,170.0,Apartment,Entire home/apt,107,0.0,0.0,strict_14_with_grace_period,161.0,2016.0,NSW
Queenscliff,151.2860938,-33.78177064,93.0,33,4,4,1.0,2.0,3.0,600.0,150.0,Apartment,Entire home/apt,280,1.0,1.0,strict_14_with_grace_period,198.0,2096,NSW
Palm Beach,151.3240091,-33.59951391,100.0,10,2,4,1.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,moderate,203.0,2108,NSW
Redfern,151.1987192,-33.89260767,97.0,7,2,2,1.0,1.0,1.0,150.0,109.0,Apartment,Entire home/apt,187,1.0,0.0,strict_14_with_grace_period,200.0,2016.0,NSW
Cammeray,151.2193987,-33.82057471,100.0,4,5,6,2.0,3.0,4.0,1100.0,150.0,Apartment,Entire home/apt,22,0.0,0.0,strict_14_with_grace_period,206.0,2062,NSW
Surry Hills,151.2122923,-33.87811426,100.0,6,1,2,1.0,1.0,1.0,0.0,40.0,Condominium,Private room,1,1.0,0.0,flexible,93.0,2010.0,NSW
